,Region,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2017-04-01,Pennsylvania,11,60,43,58,65,23,46,12,14,36,1,36,2,36,0,36,1,36,1,36,0,36,0,36,0,36,0,68,1,68,2,68,0,68,1,68,1,68,0,68,0,68,0,68,0,29,2,29,3,29,0,29,1,29,1,29,0,29,1,29,0,29,0,49,6,49,10,49,1,49,3,49,5,49,0,49,2,49,0,49,0
2017-05-01,Pennsylvania,12,47,31,57,44,0,27,0,19,37,1,37,1,37,0,37,1,37,1,37,0,37,0,37,0,37,0,72,1,72,1,72,0,72,1,72,1,72,0,72,0,72,0,72,0,27,2,27,2,27,0,27,1,27,1,27,0,27,0,27,0,27,0,48,7,48,8,48,1,48,3,48,4,48,0,48,1,48,0,48,0
2017-06-01,Pennsylvania,9,58,21,31,27,0,38,0,5,33,1,33,2,33,0,33,0,33,0,33,0,33,0,33,0,33,0,69,1,69,2,69,0,69,0,69,0,69,0,69,0,69,0,69,0,22,1,22,3,22,0,22,0,22,1,22,0,22,0,22,0,22,0,43,5,43,10,43,0,43,2,43,2,43,0,43,2,43,0,43,0
2017-07-01,Pennsylvania,4,23,16,20,26,0,36,5,16,33,0,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,21,1,21,1,21,0,21,0,21,1,21,0,21,0,21,0,21,0,47,3,47,4,47,0,47,1,47,2,47,0,47,1,47,0,47,0
2017-08-01,Pennsylvania,5,25,24,25,37,24,25,0,30,36,0,36,1,36,0,36,0,36,1,36,0,36,0,36,0,36,0,73,0,73,1,73,0,73,0,73,1,73,0,73,0,73,0,73,0,24,1,24,1,24,0,24,0,24,1,24,0,24,0,24,0,24,0,42,3,42,4,42,0,42,1,42,3,42,0,42,1,42,0,42,0
2017-09-01,Pennsylvania,10,52,26,40,56,12,34,8,19,34,1,34,1,34,0,34,0,34,1,34,0,34,0,34,0,34,0,74,1,74,1,74,0,74,0,74,1,74,0,74,0,74,0,74,0,28,2,28,2,28,0,28,1,28,1,28,0,28,0,28,0,28,0,44,6,44,9,44,1,44,2,44,5,44,0,44,1,44,0,44,0
2017-10-01,Pennsylvania,8,39,45,34,40,0,30,4,18,34,1,34,1,34,0,34,0,34,1,34,0,34,0,34,0,34,0,75,1,75,1,75,0,75,0,75,1,75,0,75,0,75,0,75,0,28,1,28,2,28,0,28,1,28,1,28,0,28,0,28,0,28,0,46,5,46,7,46,1,46,2,46,3,46,0,46,1,46,0,46,0
2017-11-01,Pennsylvania,8,39,41,44,48,0,32,8,9,30,1,30,1,30,0,30,0,30,1,30,0,30,0,30,0,30,0,72,1,72,1,72,0,72,0,72,1,72,0,72,0,72,0,72,0,26,1,26,2,26,0,26,1,26,1,26,0,26,0,26,0,26,0,45,5,45,7,45,1,45,2,45,4,45,0,45,1,45,0,45,0
2017-12-01,Pennsylvania,11,37,29,37,35,0,28,12,9,28,1,28,1,28,0,28,0,28,0,28,0,28,0,28,0,28,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,22,2,22,2,22,0,22,1,22,1,22,0,22,0,22,0,22,0,41,6,41,6,41,1,41,2,41,3,41,0,41,1,41,0,41,0
2018-01-01,Pennsylvania,12,38,35,38,40,0,40,0,8,36,1,36,1,36,0,36,0,36,1,36,0,36,0,36,0,36,0,73,1,73,1,73,0,73,0,73,1,73,0,73,0,73,0,73,0,26,2,26,2,26,0,26,1,26,1,26,0,26,0,26,0,26,0,46,7,46,6,46,1,46,2,46,3,46,0,46,2,46,0,46,0
2018-02-01,Pennsylvania,8,34,26,49,46,11,33,20,23,34,1,34,1,34,0,34,0,34,1,34,0,34,0,34,0,34,0,75,1,75,1,75,0,75,0,75,1,75,0,75,0,75,0,75,0,28,1,28,2,28,0,28,1,28,1,28,0,28,0,28,0,28,0,46,5,46,6,46,1,46,3,46,4,46,0,46,1,46,0,46,0
2018-03-01,Pennsylvania,8,33,30,37,45,0,32,14,17,35,1,35,1,35,0,35,0,35,1,35,0,35,0,35,0,35,0,69,1,69,1,69,0,69,0,69,1,69,0,69,0,69,0,69,0,26,1,26,2,26,0,26,1,26,1,26,0,26,0,26,0,26,0,46,5,46,6,46,1,46,2,46,4,46,0,46,1,46,0,46,0
2018-04-01,Pennsylvania,9,47,44,55,55,10,33,7,30,35,1,35,1,35,0,35,1,35,1,35,0,35,0,35,0,35,0,72,1,72,1,72,0,72,0,72,1,72,0,72,0,72,0,72,0,29,1,29,2,29,0,29,1,29,1,29,0,29,0,29,0,29,0,49,5,49,8,49,1,49,3,49,5,49,0,49,1,49,0,49,0
2018-05-01,Pennsylvania,7,37,37,51,36,11,33,8,4,35,1,35,1,35,0,35,0,35,0,35,0,35,0,35,0,35,0,67,1,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,26,1,26,2,26,0,26,1,26,1,26,0,26,0,26,0,26,0,41,4,41,6,41,1,41,3,41,3,41,0,41,1,41,0,41,0
2018-06-01,Pennsylvania,3,14,19,21,33,0,27,12,32,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,22,1,22,1,22,0,22,0,22,1,22,0,22,0,22,0,22,0,41,2,41,2,41,0,41,1,41,3,41,0,41,1,41,0,41,0
2018-07-01,Pennsylvania,3,14,6,18,26,11,29,16,5,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,21,1,21,1,21,0,21,0,21,1,21,0,21,0,21,0,21,0,42,2,42,2,42,0,42,1,42,2,42,0,42,1,42,0,42,0
2018-08-01,Pennsylvania,4,22,8,22,32,11,30,12,9,34,0,34,1,34,0,34,0,34,0,34,0,34,0,34,0,34,0,72,0,72,1,72,0,72,0,72,0,72,0,72,0,72,0,72,0,24,1,24,1,24,0,24,0,24,1,24,0,24,0,24,0,24,0,38,2,38,4,38,0,38,1,38,3,38,0,38,1,38,0,38,0
2018-09-01,Pennsylvania,5,29,16,29,56,32,31,4,13,32,0,32,1,32,0,32,0,32,1,32,0,32,0,32,0,32,0,70,0,70,1,70,0,70,0,70,1,70,0,70,0,70,0,70,0,27,1,27,1,27,0,27,0,27,1,27,0,27,0,27,0,27,0,42,3,42,5,42,0,42,2,42,5,42,0,42,1,42,0,42,0
2018-10-01,Pennsylvania,10,49,39,46,57,31,34,18,34,34,1,34,1,34,0,34,0,34,1,34,0,34,0,34,0,34,0,76,1,76,1,76,0,76,0,76,1,76,0,76,0,76,0,76,0,28,2,28,2,28,0,28,1,28,1,28,0,28,0,28,0,28,0,46,6,46,8,46,1,46,3,46,5,46,0,46,1,46,0,46,0
2018-11-01,Pennsylvania,9,60,37,40,40,21,17,7,22,29,1,29,2,29,0,29,0,29,1,29,0,29,0,29,0,29,0,69,1,69,2,69,0,69,0,69,1,69,0,69,0,69,0,69,0,24,1,24,3,24,0,24,1,24,1,24,0,24,0,24,0,24,0,42,5,42,10,42,1,42,2,42,3,42,0,42,1,42,0,42,0
2018-12-01,Pennsylvania,7,40,41,33,29,0,28,0,4,25,1,25,1,25,0,25,0,25,0,25,0,25,0,25,0,25,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,22,1,22,2,22,0,22,1,22,1,22,0,22,0,22,0,22,0,42,4,42,7,42,1,42,2,42,2,42,0,42,1,42,0,42,0
2019-01-01,Pennsylvania,11,39,33,46,45,31,35,4,21,35,1,35,1,35,0,35,0,35,1,35,0,35,0,35,0,35,0,76,1,76,1,76,0,76,0,76,1,76,0,76,0,76,0,76,0,30,2,30,2,30,0,30,1,30,1,30,0,30,0,30,0,30,0,44,6,44,7,44,1,44,3,44,4,44,0,44,1,44,0,44,0
2019-02-01,Pennsylvania,12,55,42,56,49,33,37,4,36,34,1,34,2,34,0,34,1,34,1,34,0,34,0,34,0,34,0,77,1,77,2,77,0,77,1,77,1,77,0,77,0,77,0,77,0,30,2,30,3,30,0,30,1,30,1,30,0,30,0,30,0,30,0,45,7,45,9,45,1,45,3,45,4,45,0,45,2,45,0,45,0
2019-03-01,Pennsylvania,11,67,38,53,41,10,36,26,13,34,1,34,2,34,0,34,0,34,1,34,0,34,0,34,0,34,0,72,1,72,2,72,0,72,0,72,1,72,0,72,0,72,0,72,0,29,2,29,3,29,0,29,1,29,1,29,0,29,0,29,0,29,0,44,6,44,11,44,1,44,3,44,3,44,0,44,2,44,0,44,0
2019-04-01,Pennsylvania,10,64,62,53,56,32,45,4,17,33,1,33,2,33,0,33,0,33,1,33,0,33,0,33,0,33,0,74,1,74,2,74,0,74,0,74,1,74,0,74,0,74,0,74,0,27,2,27,3,27,0,27,1,27,1,27,0,27,1,27,0,27,0,43,6,43,11,43,1,43,3,43,5,43,0,43,2,43,0,43,0
2019-05-01,Pennsylvania,12,66,50,47,47,21,30,4,4,33,1,33,2,33,0,33,0,33,1,33,0,33,0,33,0,33,0,71,1,71,2,71,0,71,0,71,1,71,0,71,0,71,0,71,0,26,2,26,3,26,0,26,1,26,1,26,0,26,0,26,0,26,0,44,7,44,11,44,1,44,3,44,4,44,0,44,1,44,0,44,0
2019-06-01,Pennsylvania,6,42,27,30,40,23,29,8,14,34,1,34,1,34,0,34,0,34,1,34,0,34,0,34,0,34,0,70,1,70,1,70,0,70,0,70,1,70,0,70,0,70,0,70,0,21,1,21,2,21,0,21,0,21,1,21,0,21,0,21,0,21,0,41,3,41,7,41,1,41,2,41,3,41,0,41,1,41,0,41,0
2019-07-01,Pennsylvania,5,35,14,30,32,0,30,16,14,31,0,31,1,31,0,31,0,31,0,31,0,31,0,31,0,31,0,72,0,72,1,72,0,72,0,72,0,72,0,72,0,72,0,72,0,20,1,20,2,20,0,20,0,20,1,20,0,20,0,20,0,20,0,38,3,38,6,38,0,38,2,38,3,38,0,38,1,38,0,38,0
2019-08-01,Pennsylvania,6,46,26,39,40,0,31,8,13,42,1,42,1,42,0,42,0,42,1,42,0,42,0,42,0,42,0,74,1,74,1,74,0,74,0,74,1,74,0,74,0,74,0,74,0,23,1,23,2,23,0,23,1,23,1,23,0,23,0,23,0,23,0,36,4,36,8,36,1,36,2,36,3,36,0,36,1,36,0,36,0
2019-09-01,Pennsylvania,10,100,23,53,64,20,39,10,20,100,1,100,3,100,0,100,0,100,1,100,0,100,0,100,0,100,0,74,1,74,3,74,0,74,0,74,1,74,0,74,0,74,0,74,0,27,2,27,5,27,0,27,1,27,1,27,0,27,0,27,0,27,0,39,6,39,17,39,0,39,3,39,5,39,0,39,2,39,0,39,0
2019-10-01,Pennsylvania,8,74,49,46,60,28,29,13,19,32,1,32,2,32,0,32,0,32,1,32,0,32,0,32,0,32,0,79,1,79,2,79,0,79,0,79,1,79,0,79,0,79,0,79,0,27,1,27,4,27,0,27,1,27,1,27,0,27,0,27,0,27,0,42,4,42,13,42,1,42,3,42,5,42,0,42,1,42,0,42,0
2019-11-01,Pennsylvania,7,65,42,59,51,10,36,3,8,29,1,29,2,29,0,29,1,29,1,29,0,29,0,29,0,29,0,73,1,73,2,73,0,73,1,73,1,73,0,73,0,73,0,73,0,23,1,23,3,23,0,23,1,23,1,23,0,23,0,23,0,23,0,43,4,43,11,43,1,43,3,43,4,43,0,43,1,43,0,43,0
2019-12-01,Pennsylvania,7,56,28,45,39,9,28,27,12,26,1,26,2,26,0,26,0,26,1,26,0,26,0,26,0,26,0,63,1,63,2,63,0,63,0,63,1,63,0,63,0,63,0,63,0,20,1,20,3,20,0,20,1,20,1,20,0,20,0,20,0,20,0,41,4,41,10,41,1,41,3,41,3,41,0,41,1,41,0,41,0
2004-01-01,Rhode Island,14,0,0,0,48,,0,,,59,1,59,0,59,0,59,0,59,1,59,0,59,0,59,0,59,0,72,1,72,0,72,0,72,0,72,1,72,0,72,0,72,0,72,0,75,1,75,0,75,0,75,0,75,1,75,0,75,0,75,0,75,0,53,8,53,0,53,0,53,0,53,8,53,0,53,0,53,0,53,0
2004-02-01,Rhode Island,0,0,0,58,0,,0,,,47,0,47,0,47,0,47,1,47,0,47,0,47,0,47,0,47,0,98,0,98,0,98,0,98,1,98,0,98,0,98,0,98,0,98,0,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,70,0,70,0,70,0,70,7,70,0,70,0,70,0,70,0,70,0
2004-03-01,Rhode Island,33,0,0,0,0,,0,,,47,3,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,62,3,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,100,3,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,44,18,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0
2004-04-01,Rhode Island,12,0,0,0,0,,0,,,41,1,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,87,1,87,0,87,0,87,0,87,0,87,0,87,0,87,0,87,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,64,6,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0
2004-05-01,Rhode Island,0,0,0,0,0,,0,,,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0
2004-06-01,Rhode Island,12,0,0,0,41,,0,,,63,1,63,0,63,0,63,0,63,1,63,0,63,0,63,0,63,0,87,1,87,0,87,0,87,0,87,1,87,0,87,0,87,0,87,0,73,1,73,0,73,0,73,0,73,1,73,0,73,0,73,0,73,0,71,6,71,0,71,0,71,0,71,6,71,0,71,0,71,0,71,0
2004-07-01,Rhode Island,13,27,0,0,0,,0,,,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,75,1,75,1,75,0,75,0,75,0,75,0,75,0,75,0,75,0,60,1,60,1,60,0,60,0,60,0,60,0,60,0,60,0,60,0,40,7,40,7,40,0,40,0,40,0,40,0,40,0,40,0,40,0
2004-08-01,Rhode Island,12,25,0,0,0,,0,,,54,1,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,87,1,87,1,87,0,87,0,87,0,87,0,87,0,87,0,87,0,65,1,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,12,6,12,6,12,0,12,0,12,0,12,0,12,0,12,0,12,0
2004-09-01,Rhode Island,30,0,0,0,0,,0,,,52,3,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,71,3,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,65,3,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,53,16,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0
2004-10-01,Rhode Island,10,0,0,0,100,,0,,,59,1,59,0,59,0,59,0,59,3,59,0,59,0,59,0,59,0,94,1,94,0,94,0,94,0,94,3,94,0,94,0,94,0,94,0,71,1,71,0,71,0,71,0,71,3,71,0,71,0,71,0,71,0,96,5,96,0,96,0,96,0,96,16,96,0,96,0,96,0,96,0
2004-11-01,Rhode Island,10,22,0,44,0,,64,,,42,1,42,1,42,0,42,1,42,0,42,0,42,1,42,0,42,0,74,1,74,1,74,0,74,1,74,0,74,0,74,1,74,0,74,0,61,1,61,1,61,0,61,1,61,0,61,0,61,1,61,0,61,0,43,5,43,5,43,0,43,5,43,0,43,0,43,5,43,0,43,0
2004-12-01,Rhode Island,18,38,0,0,29,,0,,,31,2,31,2,31,0,31,0,31,1,31,0,31,0,31,0,31,0,77,2,77,2,77,0,77,0,77,1,77,0,77,0,77,0,77,0,65,2,65,2,65,0,65,0,65,1,65,0,65,0,65,0,65,0,89,9,89,9,89,0,89,0,89,5,89,0,89,0,89,0,89,0
2005-01-01,Rhode Island,16,18,0,71,0,,0,,,53,2,53,1,53,0,53,2,53,0,53,0,53,0,53,0,53,0,67,2,67,1,67,0,67,1,67,0,67,0,67,0,67,0,67,0,67,2,67,1,67,0,67,2,67,0,67,0,67,0,67,0,67,0,52,9,52,4,52,0,52,9,52,0,52,0,52,0,52,0,52,0
2005-02-01,Rhode Island,8,36,50,73,0,,0,,,54,1,54,2,54,1,54,2,54,0,54,0,54,0,54,0,54,0,88,1,88,2,88,1,88,2,88,0,88,0,88,0,88,0,88,0,62,1,62,2,62,1,62,2,62,0,62,0,62,0,62,0,62,0,49,4,49,9,49,4,49,9,49,0,49,0,49,0,49,0,49,0
2005-03-01,Rhode Island,7,15,0,90,0,,44,,,52,1,52,1,52,0,52,2,52,0,52,0,52,1,52,0,52,0,84,1,84,1,84,0,84,2,84,0,84,0,84,1,84,0,84,0,67,1,67,1,67,0,67,2,67,0,67,0,67,1,67,0,67,0,88,4,88,4,88,0,88,11,88,0,88,0,88,4,88,0,88,0
2005-04-01,Rhode Island,24,0,0,35,54,,0,,,55,2,55,0,55,0,55,1,55,2,55,0,55,0,55,0,55,0,87,2,87,0,87,0,87,1,87,1,87,0,87,0,87,0,87,0,75,2,75,0,75,0,75,1,75,2,75,0,75,0,75,0,75,0,47,13,47,0,47,0,47,4,47,8,47,0,47,0,47,0,47,0
2005-05-01,Rhode Island,21,31,0,31,23,,45,,,49,2,49,1,49,0,49,1,49,1,49,0,49,1,49,0,49,0,85,2,85,1,85,0,85,1,85,1,85,0,85,1,85,0,85,0,57,2,57,1,57,0,57,1,57,1,57,0,57,1,57,0,57,0,64,11,64,7,64,0,64,4,64,4,64,0,64,4,64,0,64,0
2005-06-01,Rhode Island,8,34,0,34,26,,0,,,44,1,44,2,44,0,44,1,44,1,44,0,44,0,44,0,44,0,86,1,86,1,86,0,86,1,86,1,86,0,86,0,86,0,86,0,66,1,66,2,66,0,66,1,66,1,66,0,66,0,66,0,66,0,91,4,91,8,91,0,91,4,91,4,91,0,91,0,91,0,91,0
2005-07-01,Rhode Island,8,0,47,68,0,,100,,,55,1,55,0,55,1,55,2,55,0,55,0,55,2,55,0,55,0,75,1,75,0,75,1,75,1,75,0,75,0,75,1,75,0,75,0,58,1,58,0,58,1,58,2,58,0,58,0,58,2,58,0,58,0,42,4,42,0,42,4,42,8,42,0,42,0,42,8,42,0,42,0
2005-08-01,Rhode Island,0,0,0,0,0,,0,,,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0
2005-09-01,Rhode Island,33,14,0,28,0,,0,,,54,3,54,1,54,0,54,1,54,0,54,0,54,0,54,0,54,0,82,3,82,1,82,0,82,1,82,0,82,0,82,0,82,0,82,0,53,3,53,1,53,0,53,1,53,0,53,0,53,0,53,0,53,0,55,17,55,3,55,0,55,3,55,0,55,0,55,0,55,0,55,0
2005-10-01,Rhode Island,35,0,0,75,0,,0,,,45,3,45,0,45,0,45,2,45,0,45,0,45,0,45,0,45,0,77,3,77,0,77,0,77,2,77,0,77,0,77,0,77,0,77,0,59,3,59,0,59,0,59,2,59,0,59,0,59,0,59,0,59,0,73,18,73,0,73,0,73,9,73,0,73,0,73,0,73,0,73,0
2005-11-01,Rhode Island,24,13,0,0,0,,38,,,41,2,41,1,41,0,41,0,41,0,41,0,41,1,41,0,41,0,71,2,71,1,71,0,71,0,71,0,71,0,71,1,71,0,71,0,56,2,56,1,56,0,56,0,56,0,56,0,56,1,56,0,56,0,75,13,75,3,75,0,75,0,75,0,75,0,75,3,75,0,75,0
2005-12-01,Rhode Island,22,12,100,0,0,,0,,,34,2,34,1,34,2,34,0,34,0,34,0,34,0,34,0,34,0,58,2,58,1,58,2,58,0,58,0,58,0,58,0,58,0,58,0,36,2,36,1,36,2,36,0,36,0,36,0,36,0,36,0,36,0,77,12,77,3,77,9,77,0,77,0,77,0,77,0,77,0,77,0
2006-01-01,Rhode Island,26,22,0,0,0,,0,,,54,3,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,69,2,69,1,69,0,69,0,69,0,69,0,69,0,69,0,69,0,57,3,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57,0,74,14,74,5,74,0,74,0,74,0,74,0,74,0,74,0,74,0
2006-02-01,Rhode Island,48,11,0,23,0,,0,,,45,5,45,1,45,0,45,1,45,0,45,0,45,0,45,0,45,0,72,4,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,56,5,56,1,56,0,56,1,56,0,56,0,56,0,56,0,56,0,81,25,81,3,81,0,81,3,81,0,81,0,81,0,81,0,81,0
2006-03-01,Rhode Island,32,0,27,60,0,,58,,,51,3,51,0,51,0,51,1,51,0,51,0,51,1,51,0,51,0,75,3,75,0,75,0,75,1,75,0,75,0,75,1,75,0,75,0,62,3,62,0,62,0,62,1,62,0,62,0,62,1,62,0,62,0,61,17,61,0,61,2,61,7,61,0,61,0,61,5,61,0,61,0
2006-04-01,Rhode Island,24,11,0,21,0,,0,,,49,2,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,71,2,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,50,2,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,44,13,44,3,44,0,44,3,44,0,44,0,44,0,44,0,44,0
2006-05-01,Rhode Island,28,10,0,41,0,,0,,,41,3,41,0,41,0,41,1,41,0,41,0,41,0,41,0,41,0,76,3,76,0,76,0,76,1,76,0,76,0,76,0,76,0,76,0,56,3,56,0,56,0,56,1,56,0,56,0,56,0,56,0,56,0,64,15,64,2,64,0,64,5,64,0,64,0,64,0,64,0,64,0
2006-06-01,Rhode Island,26,0,0,22,0,,0,,,48,3,48,0,48,0,48,1,48,0,48,0,48,0,48,0,48,0,76,2,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,44,3,44,0,44,0,44,1,44,0,44,0,44,0,44,0,44,0,46,14,46,0,46,0,46,3,46,0,46,0,46,0,46,0,46,0
2006-07-01,Rhode Island,10,11,0,0,0,,0,,,43,1,43,1,43,0,43,0,43,0,43,0,43,0,43,0,43,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,46,1,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,30,5,30,3,30,0,30,0,30,0,30,0,30,0,30,0,30,0
2006-08-01,Rhode Island,0,0,0,0,0,,30,,,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,30,0,30,0,30,0,30,0,30,0,30,0,30,2,30,0,30,0
2006-09-01,Rhode Island,17,28,26,0,0,,0,,,47,2,47,1,47,0,47,0,47,0,47,0,47,0,47,0,47,0,74,2,74,1,74,0,74,0,74,0,74,0,74,0,74,0,74,0,51,2,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,46,9,46,7,46,2,46,0,46,0,46,0,46,0,46,0,46,0
2006-10-01,Rhode Island,35,8,23,51,26,,0,,,44,3,44,0,44,0,44,1,44,1,44,0,44,0,44,0,44,0,72,3,72,0,72,0,72,1,72,1,72,0,72,0,72,0,72,0,42,4,42,0,42,0,42,1,42,1,42,0,42,0,42,0,42,0,56,19,56,2,56,2,56,6,56,4,56,0,56,0,56,0,56,0
2006-11-01,Rhode Island,36,26,0,35,0,,25,,,41,4,41,1,41,0,41,1,41,0,41,0,41,0,41,0,41,0,75,3,75,1,75,0,75,1,75,0,75,0,75,0,75,0,75,0,45,4,45,1,45,0,45,1,45,0,45,0,45,0,45,0,45,0,59,19,59,6,59,0,59,4,59,0,59,0,59,2,59,0,59,0
2006-12-01,Rhode Island,94,9,0,18,14,,52,,,41,9,41,0,41,0,41,0,41,0,41,0,41,1,41,0,41,0,68,9,68,0,68,0,68,0,68,0,68,0,68,1,68,0,68,0,37,9,37,0,37,0,37,0,37,0,37,0,37,1,37,0,37,0,41,50,41,2,41,0,41,2,41,2,41,0,41,4,41,0,41,0
2007-01-01,Rhode Island,82,8,22,0,50,,0,,,46,8,46,0,46,0,46,0,46,1,46,0,46,0,46,0,46,0,83,8,83,0,83,0,83,0,83,1,83,0,83,0,83,0,83,0,47,8,47,0,47,0,47,0,47,1,47,0,47,0,47,0,47,0,51,43,51,2,51,2,51,0,51,8,51,0,51,0,51,0,51,0
2007-02-01,Rhode Island,100,8,0,17,25,,73,,,43,10,43,0,43,0,43,0,43,1,43,0,43,1,43,0,43,0,74,9,74,0,74,0,74,0,74,1,74,0,74,1,74,0,74,0,46,10,46,0,46,0,46,0,46,1,46,0,46,1,46,0,46,0,45,53,45,2,45,0,45,2,45,4,45,0,45,6,45,0,45,0
2007-03-01,Rhode Island,90,22,41,0,0,,0,,,40,9,40,1,40,1,40,0,40,0,40,0,40,0,40,0,40,0,73,8,73,1,73,1,73,0,73,0,73,0,73,0,73,0,73,0,52,9,52,1,52,1,52,0,52,0,52,0,52,0,52,0,52,0,42,47,42,5,42,4,42,0,42,0,42,0,42,0,42,0,42,0
2007-04-01,Rhode Island,87,22,21,0,12,,44,,,50,9,50,1,50,0,50,0,50,0,50,0,50,1,50,0,50,0,67,8,67,1,67,0,67,0,67,0,67,0,67,1,67,0,67,0,48,9,48,1,48,0,48,0,48,0,48,0,48,1,48,0,48,0,81,46,81,5,81,2,81,0,81,2,81,0,81,4,81,0,81,0
2007-05-01,Rhode Island,98,15,20,44,11,,43,,,51,10,51,1,51,0,51,1,51,0,51,0,51,1,51,0,51,0,66,9,66,1,66,0,66,1,66,0,66,0,66,1,66,0,66,0,42,10,42,1,42,0,42,1,42,0,42,0,42,1,42,0,42,0,64,52,64,4,64,2,64,5,64,2,64,0,64,4,64,0,64,0
2007-06-01,Rhode Island,16,9,24,0,13,,0,,,53,2,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,72,1,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,36,2,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,38,8,38,2,38,2,38,0,38,2,38,0,38,0,38,0,38,0
2007-07-01,Rhode Island,29,15,43,16,12,,0,,,55,3,55,1,55,1,55,0,55,0,55,0,55,0,55,0,55,0,72,3,72,1,72,1,72,0,72,0,72,0,72,0,72,0,72,0,35,3,35,1,35,1,35,0,35,0,35,0,35,0,35,0,35,0,51,15,51,4,51,4,51,2,51,2,51,0,51,0,51,0,51,0
